,name,code,per,roe,per_sort,roe_sort,sort
1532,애드바이오텍,179530,inf,-inf,1534,1566,3100
1204,메디쎄이,200580,inf,-inf,1523,1578,3101
438,메타바이오메드,059210,inf,-8.09,1464,1638,3102
1617,하이골드3호,153360,inf,-inf,1537,1567,3104
569,핑거,163730,,21.55,2435,670,3105
595,테크엔,308700,inf,-inf,1689,1418,3107
787,신도기연,290520,inf,-8.05,1470,1639,3109
1618,한국ANKOR유전,152550,inf,-inf,1538,1571,3109
1538,폭스소프트,354230,inf,-inf,1536,1576,3112
2136,파마리서치바이오,217950,inf,-inf,1688,1424,3112
1534,엔지브이아이,093510,inf,-inf,1535,1579,3114
2446,위월드,140660,inf,-inf,1690,1426,3116
1377,마이더스AI,222810,inf,-58.89,1390,1728,3118
544,코아시아,045970,inf,-6.09,1401,1719,3120
1864,대한항공,003490,inf,-7.22,1444,1676,3120
1908,주연테크,044380,inf,-5.86,1376,1755,3131
1442,엠에스오토텍,123040,inf,-87.38,1522,1610,3132
2137,판도라티비,202960,inf,-inf,1720,1425,3145
2174,무림페이퍼,009200,inf,-9.21,1541,1605,3146
412,뉴로스,126870,inf,-96.76,1565,1583,3148
749,디티앤씨,187220,inf,-6.59,1440,1710,3150
448,삼륭물산,014970,inf,-7.99,1497,1654,3151
1873,롯데리츠,330590,inf,-inf,1655,1501,3156
654,서연이화,200880,inf,-6.8,1452,1705,3157
586,메디안디노스틱,233250,inf,-inf,1694,1464,3158
159,쎄미시스코,136510,inf,-48.29,1371,1796,3167
2035,엘앤에프,066970,inf,-9.39,1574,1599,3173
1862,대유플러스,000300,inf,-9.07,1568,1607,3175
1827,스템랩,258540,inf,-inf,1695,1480,3175
1820,라이프사이언스테크놀로지,285770,inf,-inf,1696,1479,3175
1817,굿센,243870,inf,-inf,1697,1478,3175
596,테크트랜스,258050,inf,-inf,1698,1477,3175
813,에코플라스틱,038110,inf,-5.9,1423,1754,3177
1500,투비소프트,079970,inf,-60.79,1481,1698,3179
594,이노벡스,279060,inf,-inf,1704,1476,3180
909,ESR켄달스퀘어리츠,365550,inf,-inf,1707,1475,3182
2138,피노텍,150440,inf,-inf,1709,1474,3183
1831,에이원알폼,234070,inf,-inf,1711,1473,3184
905,한중엔시에스,107640,inf,-inf,1712,1472,3184
853,제주맥주,276730,inf,-inf,1714,1471,3185
1711,셀리드,299660,inf,-8.37,1554,1632,3186
609,SH에너지화학,002360,inf,-7.29,1517,1671,3188
780,수산아이앤티,050960,31.58,,795,2394,3189
2141,F&F,383220,inf,-inf,1721,1470,3191
904,태양기계,116100,inf,-inf,1723,1469,3192
1828,에스앤디,260970,inf,-inf,1724,1468,3192
1826,수프로,185190,inf,-inf,1730,1466,3196
2421,플래티어,367000,inf,-inf,1729,1467,3196
2194,엔에이치스팩19호,380440,inf,-inf,1733,1465,3198
157,쌍용정보통신,010280,inf,-42.16,1383,1821,3204
2191,에이리츠,140910,inf,-inf,1732,1481,3213
1446,올리패스,244460,inf,-77.11,1570,1643,3213
1394,샘코,263540,inf,-71.55,1562,1652,3214
1855,광전자,017900,inf,-7.56,1551,1664,3215
1825,셀젠텍,258250,inf,-inf,1734,1482,3216
1602,제이콘텐트리,036420,inf,-52.61,1471,1745,3216
1727,압타바이오,293780,inf,-5.33,1442,1775,3217
752,레고켐바이오,141080,inf,-6.19,1503,1716,3219
592,앙츠,267810,inf,-inf,1735,1484,3219
1492,코다코,046070,inf,-75.32,1573,1646,3219
1474,장원테크,174880,inf,-88.16,1611,1609,3220
1516,한프,066110,inf,-48.77,1427,1795,3222
1313,한전기술,052690,33.84,,829,2395,3224
2389,제일테크노스,038010,inf,-5.99,1478,1752,3230
482,앱코,129890,inf,-inf,1736,1499,3235
591,아이피몬스터,223220,inf,-inf,1737,1498,3235
589,바이오프로테크,199290,inf,-inf,1738,1497,3235
1818,데이드림엔터,348840,inf,-inf,1739,1496,3235
850,제이시스메디칼,287410,,190.55,2434,808,3242
588,바이오시네틱스,281310,inf,-inf,1753,1495,3248
13,STX,011810,inf,-48.03,1451,1798,3249
2420,프레스티지바이오로직스,334970,inf,-inf,1755,1494,3249
2251,S&K폴리텍,091340,inf,-6.92,1559,1702,3261
815,엔브이에이치코리아,067570,inf,-9.91,1673,1590,3263
722,WI,073570,inf,-8.45,1647,1631,3278
28,두산중공업,034020,inf,-37.2,1409,1873,3282
639,메타랩스,090370,inf,-33.92,1386,1897,3283
34,명문제약,017180,inf,-33.77,1389,1899,3288
32,마니커,027740,inf,-44.05,1476,1814,3290
53,에이블씨엔씨,078520,inf,-43.75,1477,1816,3293
1614,티웨이항공,091810,inf,-90.15,1706,1589,3295
123,디에이테크놀로지,196490,inf,-36.09,1415,1881,3296
1320,화성산업,002460,4.67,,907,2396,3303
1052,디에스티,033430,inf,-71.8,1654,1651,3305
353,이수화학,005950,inf,-31.08,1394,1912,3306
100,강스템바이오텍,217730,inf,-30.2,1388,1919,3307
2363,옴니시스템,057540,inf,-4.76,1475,1835,3310
10,LG헬로비전,037560,inf,-39.53,1454,1856,3310
186,엔시트론,101400,inf,-41.45,1486,1824,3310
1411,싸이버원,356890,,16.6,2433,878,3311
1372,랩지노믹스,084650,4.91,,915,2397,3312
734,다산네트웍스,039560,inf,-8.47,1692,1629,3321
402,경남제약헬스케어,223310,inf,-34.73,1435,1890,3325
2353,엘티씨,170920,inf,-4.72,1489,1837,3326
258,피에스엠씨,024850,inf,-35.84,1446,1883,3329
239,코스온,069110,inf,-36.24,1459,1879,3338
399,THQ,192410,inf,-33.11,1437,1903,3340
2030,엑스큐어,070300,inf,-3.68,1404,1937,3341
662,신성이엔지,011930,inf,-8.77,1725,1622,3347
1889,쌍방울,102280,inf,-8.46,1718,1630,3348
120,대한그린파워,060900,inf,-76.61,1705,1645,3350
664,신세계푸드,031440,inf,-7.35,1682,1670,3352
172,애니플러스,310200,inf,-33.65,1456,1900,3356
1934,현대중공업지주,267250,inf,-8.12,1719,1637,3356
681,제이준코스메틱,025620,inf,-37.83,1500,1867,3367
275,현대바이오랜드,052260,inf,-9.25,1764,1604,3368
1976,러셀,217500,48.19,,976,2398,3374
325,동원금속,018500,inf,-55.39,1639,1735,3374
1097,아시아종묘,154030,inf,-9.55,1781,1598,3379
191,엠벤처투자,019590,inf,-28.45,1408,1977,3385
1450,와이팜,332570,49.41,,986,2399,3385
1255,삼부토건,001470,inf,-8.73,1763,1623,3386
1870,동양피스톤,092780,inf,-7.29,1715,1672,3387
338,세아홀딩스,058650,inf,-8.48,1762,1628,3390
218,자비스,254120,inf,-52.35,1644,1747,3391
98,UCI,038340,inf,-55.57,1662,1734,3396
273,현대무벡스,319400,,14.08,2431,970,3401
636,롯데푸드,002270,5.34,,1004,2400,3404
2284,라이프시맨틱스,347700,,1387.54,2432,973,3405
826,와이즈버즈,273060,inf,-7.62,1744,1661,3405
1458,유아이디,069330,inf,-67.02,1722,1687,3409
1767,인콘,083640,inf,-5.64,1646,1765,3411
367,티비에이치글로벌,084870,inf,-33.15,1511,1902,3413
1113,에이티세미콘,089530,inf,-80.56,1799,1619,3418
1912,케이비아이동국실업,001620,inf,-6.83,1716,1703,3419
1172,티엘아이,062860,inf,-8.89,1800,1620,3420
1923,한국조선해양,009540,inf,-7.42,1754,1668,3422
1549,SK바이오사이언스,302440,,13.25,2430,995,3425
1966,대창스틸,140520,inf,-7.09,1747,1681,3428
2229,한일시멘트,300720,5.85,,1029,2401,3430
1002,한국화장품제조,003350,inf,-8.71,1806,1625,3431
1100,아이진,185490,inf,-93.1,1846,1586,3432
1119,엔피디,198080,inf,-7.59,1774,1662,3436
1904,일동제약,249420,inf,-5.13,1664,1781,3445
2454,휴벡셀,212310,inf,-inf,1953,1493,3446
1277,엘브이엠씨,900140,inf,-7.2,1770,1677,3447
192,엠젠플러스,032790,inf,-29.09,1479,1969,3448
1655,녹원씨엔아이,065560,inf,-9.59,1854,1597,3451
1439,엔바이오니아,317870,inf,-9.37,1851,1600,3451
266,한국테크놀로지,053590,inf,-53.33,1713,1743,3456
2099,포티스,141020,inf,-5.8,1700,1759,3459
1129,옵트론텍,082210,inf,-7.51,1797,1665,3462
767,비즈니스온,138580,56.09,,1063,2402,3465
1426,에이비프로바이오,195990,inf,-45.97,1660,1806,3466
1954,나노캠텍,091970,inf,-6.1,1751,1717,3468
1674,라파스,214260,inf,-9.87,1878,1592,3470
170,알에프세미,096610,inf,-46.59,1668,1803,3471
309,강원랜드,035250,inf,-7.92,1823,1656,3479
1274,아시아나IDT,267850,inf,-6.03,1760,1721,3481
1034,내츄럴엔도텍,168330,inf,-8.71,1860,1624,3484
1675,리노스,039980,inf,-7.96,1830,1655,3485
1236,남양유업,003920,inf,-6.04,1768,1720,3488
1429,에이치엔티,176440,inf,-51.5,1749,1748,3497
556,파멥신,208340,inf,-54.06,1761,1736,3497
2396,천랩,311690,inf,-26.82,1516,1989,3505
1136,우진비앤지,018620,inf,-7.23,1832,1675,3507
1173,파라다이스,034230,inf,-9.8,1914,1594,3508
1130,옵티팜,153710,inf,-6.78,1803,1706,3509
1128,오하임아이엔티,309930,inf,-inf,2020,1492,3512
1459,유아이엘,049520,inf,-6.65,1807,1708,3515
441,모두투어,080160,inf,-73.08,1868,1648,3516
721,SM Life Design,063440,inf,-6.42,1805,1714,3519
2277,덱스터,206560,inf,-5.4,1752,1771,3523
93,ES큐브,050120,inf,-39.39,1672,1858,3530
391,HB솔루션,297890,inf,-6.01,1809,1722,3531
1435,에코캡,128540,inf,-18.21,1403,2130,3533
489,영신금속,007530,inf,-5.14,1756,1780,3536
417,대창솔루션,096350,inf,-48.93,1746,1793,3539
361,코아스,071950,inf,-6.81,1837,1704,3541
1175,파인텍,131760,inf,-57.81,1811,1731,3542
766,비디아이,148140,inf,-498.52,1766,1789,3555
1000,한국내화,010040,64.99,,1155,2403,3558
11,OCI,010060,inf,-9.89,1968,1591,3559
336,서원,021050,inf,-5.38,1787,1772,3559
1013,화승코퍼레이션,013520,inf,-17.15,1413,2146,3559
868,코스맥스엔비티,222040,inf,-18.89,1443,2124,3567
1191,하이소닉,106080,inf,-79.27,1931,1640,3571
532,지유온,111820,inf,-44.52,1765,1813,3578
687,케이탑리츠,145270,inf,-inf,2142,1445,3587
493,와이더플래닛,321820,inf,-inf,2146,1442,3588
1306,하이골드12호,172580,inf,-inf,2098,1491,3589
48,신한알파리츠,293940,inf,-inf,2099,1490,3589
638,맥쿼리인프라,088980,inf,-inf,2148,1441,3589
400,TS트릴리온,317240,inf,-13.73,1380,2210,3590
1483,지놈앤컴퍼니,314130,inf,-inf,2104,1489,3593
183,에코프로에이치엔,383310,inf,-inf,2155,1440,3595
658,센트럴인사이트,012600,inf,-53.41,1855,1742,3597
1383,바이오스마트,038460,inf,-8.64,1970,1627,3597
823,오리엔트정공,065500,inf,-45.98,1794,1805,3599
1779,케이피에스,256940,inf,-5.98,1847,1753,3600
742,덴티스,261200,inf,-43.01,1782,1820,3602
280,나눔테크,244880,inf,-inf,2140,1463,3603
644,베트남개발1,096300,inf,-inf,2145,1462,3607
1045,대한뉴팜,054670,inf,-16.8,1458,2151,3609
1644,경남제약,053950,inf,-9.26,2010,1603,3613
1403,소룩스,290690,inf,-inf,2129,1487,3616
35,모두투어리츠,204210,inf,-inf,2128,1488,3616
2304,삼기,122350,inf,-5.61,1850,1767,3617
768,삼영에스앤씨,361670,inf,-inf,2135,1486,3621
1425,에이디엠코리아,187660,inf,-inf,2137,1485,3622
1672,라온시큐어,042510,inf,-38.05,1757,1865,3622
1499,토박스코리아,215480,inf,-15.55,1450,2172,3622
2293,바른전자,064520,inf,-48.84,1828,1794,3622
281,다원넥스뷰,323350,inf,-inf,2139,1483,3622
2028,에코프로비엠,247540,75.69,,1219,2404,3623
1589,알루코,001780,inf,-7.24,1954,1673,3627
1370,라닉스,317120,inf,-13.08,1412,2219,3631
527,중앙디앤엠,051980,inf,-49.01,1844,1792,3636
317,대구백화점,006370,inf,-6.63,1927,1709,3636
1583,서울식품공업,004410,inf,-9.36,2036,1601,3637
574,한국코퍼레이션,050540,inf,-53.55,1896,1741,3637
1839,DL이앤씨,375500,inf,-inf,2201,1439,3640
550,크루셜텍,114120,inf,-38.2,1776,1864,3640
1561,대림통상,006570,inf,-15.14,1466,2178,3644
755,리더스 기술투자,019570,8.29,,1242,2405,3647
621,다스코,058730,inf,-6.54,1936,1711,3647
1452,우리넷,115440,inf,-17.71,1515,2136,3651
2436,힘스,238490,8.42,,1249,2406,3655
818,엔케이맥스,182400,inf,-36.46,1779,1877,3656
1031,글로벌텍스프리,204620,inf,-7.67,1997,1660,3657
2232,한창,005110,inf,-53.91,1919,1739,3658
1570,동양고속,084670,inf,-13.74,1453,2208,3661
440,멜파스,096640,inf,-38.87,1801,1862,3663
288,에스알바이오텍,270210,inf,-inf,2226,1438,3664
810,에이스침대,003800,8.57,,1257,2407,3664
520,전진바이오팜,110020,inf,-48.21,1870,1797,3667
842,이즈미디어,181340,inf,-66.13,1980,1688,3668
406,나이벡,138610,inf,-12.28,1433,2237,3670
1574,롯데쇼핑,023530,inf,-7.7,2012,1659,3671
513,이엔코퍼레이션,066980,inf,-50.7,1922,1750,3672
1182,퓨쳐켐,220100,inf,-84.72,2063,1611,3674
1449,와이제이엠게임즈,193250,inf,-11.87,1425,2249,3674
617,금호타이어,073240,inf,-6.74,1969,1707,3676
689,태평양물산,007980,inf,-7.13,1998,1678,3676
2182,상신브레이크,041650,inf,-1.59,1374,2304,3678
925,국보,001140,inf,-67.86,1994,1684,3678
1148,이엠앤아이,083470,inf,-72.69,2032,1649,3681
176,에스앤에스텍,101490,80.67,,1276,2408,3684
809,에이비엘바이오,298380,inf,-49.94,1894,1790,3684
614,YG PLUS,037270,inf,-6.94,1986,1701,3687
1493,코디,080530,inf,-9.18,2083,1606,3689
576,한일화학,007770,inf,-1.42,1378,2311,3689
246,트루윈,105550,83.02,,1281,2409,3690
1485,진시스템,363250,inf,-inf,2256,1437,3693
97,KH바텍,060720,inf,-7.58,2030,1663,3693
1253,비비안,002070,inf,-54.0,1956,1738,3694
1648,광진실업,026910,inf,-12.03,1455,2240,3695
2395,차바이오텍,085660,inf,-5.1,1915,1783,3698
1850,TCC스틸,002710,inf,-1.3,1382,2317,3699
800,안트로젠,065660,inf,-5.85,1945,1756,3701
1145,이브이첨단소재,131400,inf,-13.79,1495,2207,3702
1649,그린플러스,186230,inf,-5.53,1934,1769,3703
257,피델릭스,032580,inf,-14.08,1507,2197,3704
750,라이트론,069540,inf,-43.4,1886,1818,3704
1107,에스디생명공학,217480,inf,-10.04,1414,2290,3704
495,우리로,046970,inf,-34.37,1812,1893,3705
323,덕양산업,024900,inf,-12.7,1473,2233,3706
479,아이엠,101390,inf,-46.43,1906,1804,3710
938,두산,000150,inf,-34.34,1817,1894,3711
1140,위메이드맥스,101730,inf,-65.69,2024,1689,3713
137,미코바이오메드,214610,inf,-inf,2279,1435,3714
717,KG ETS,151860,9.08,,1304,2410,3714
295,큐엠씨,136660,inf,-inf,2278,1436,3714
2202,유엔젤,072130,inf,-1.67,1417,2301,3718
554,테라사이언스,073640,inf,-30.74,1804,1914,3718
394,NHN벅스,104200,inf,-5.78,1957,1762,3719
855,진바이오텍,086060,inf,-5.09,1933,1786,3719
370,한국전자홀딩스,006200,inf,-5.36,1946,1774,3720
129,딥노이드,315640,inf,-inf,2289,1434,3723
381,화승알앤에이,378850,inf,-inf,2291,1433,3724
729,나인테크,267320,inf,-6.43,2014,1713,3727
1275,에쓰씨엔지니어링,023960,inf,-5.06,1940,1787,3727
2216,진원생명과학,011000,inf,-30.43,1815,1917,3732
998,폴루스바이오팜,007630,inf,-7.07,2052,1682,3734
1661,동방선기,099410,inf,-3.3,1785,1949,3734
262,하이즈항공,221840,inf,-5.12,1952,1782,3734
1070,바른손이앤에이,035620,inf,-10.52,1457,2278,3735
45,세기상사,002420,inf,-7.13,2057,1679,3736
2312,세동,053060,inf,-82.78,2123,1614,3737
1125,엠피대산,065150,inf,-68.72,2054,1683,3737
1340,YBM넷,057030,inf,-3.91,1810,1928,3738
1254,비상교육,100220,inf,-7.23,2064,1674,3738
1098,아우딘퓨쳐스,227610,inf,-45.48,1930,1808,3738
1286,조일알미늄,018470,inf,-7.85,2084,1657,3741
1102,알에스오토메이션,140670,inf,-7.46,2077,1666,3743
622,다이나믹디자인,145210,inf,-90.21,2156,1588,3744
1386,본느,226340,inf,-5.79,1983,1761,3744
133,모비스,250060,inf,-5.79,1985,1760,3745
108,나노스,151910,inf,-4.75,1910,1836,3746
1456,유니크,011320,inf,-3.92,1820,1926,3746
917,LX하우시스,108670,inf,-8.8,2125,1621,3746
75,태양금속공업,004100,inf,-11.4,1490,2257,3747
296,티티씨디펜스,309900,inf,-inf,2316,1432,3748
1715,신라에스지,025870,inf,-9.05,2141,1608,3749
1660,데브시스터즈,194480,inf,-5.7,1988,1763,3751
2036,엘앤케이바이오,156100,inf,-40.29,1924,1827,3751
2410,텔레칩스,054450,inf,-9.63,2158,1596,3754
911,JW중외제약,001060,inf,-6.97,2059,1700,3759
2322,쏠리드,050890,inf,-9.87,2168,1593,3761
685,진도,088790,inf,-1.84,1467,2294,3761
1759,윈텍,320000,inf,-9.35,2159,1602,3761
1044,대원,007680,inf,-3.71,1829,1934,3763
2406,퀀타매트릭스,317690,inf,-33.82,1866,1898,3764
1737,에코마이스터,064510,inf,-385.76,1903,1861,3764
1397,서울제약,018680,inf,-4.68,1929,1839,3768
1380,모베이스,101330,inf,-4.88,1937,1832,3769
874,텔콘RF제약,200230,inf,-41.93,1948,1822,3770
710,현대퓨처넷,126560,inf,-4.11,1925,1846,3771
1379,메카로,241770,inf,-1.18,1449,2323,3772
726,국전약품,307750,inf,-inf,2344,1431,3775
107,나노브릭,286750,inf,-0.65,1429,2348,3777
616,금양,001570,inf,-5.36,2006,1773,3779
740,더블유에스아이,299170,inf,-inf,2349,1430,3779
641,미래에셋맵스리츠,357250,inf,-inf,2351,1428,3779
506,유안타제8호스팩,367480,inf,-inf,2350,1429,3779
2398,캔서롭,180400,inf,-25.54,1777,2003,3780
104,국일제지,078130,inf,-0.84,1441,2341,3782
1586,세종공업,033530,inf,-4.69,1944,1838,3782
271,한화플러스제2호스팩,386580,inf,-inf,2356,1427,3783
1392,삼천당제약,000250,inf,-0.56,1438,2350,3788
519,잉크테크,049550,inf,-1.51,1482,2308,3790
1752,웨이브일렉트로,095270,inf,-273.02,1813,1978,3791
2433,한스바이오메드,042520,inf,-26.39,1798,1995,3793
236,케이피티유,054410,inf,-10.11,1506,2288,3794
1572,동원수산,030720,inf,-6.53,2082,1712,3794
151,스타모빌리티,158310,inf,-inf,2355,1443,3798
227,주성엔지니어링,036930,inf,-3.52,1858,1941,3799
1653,네패스,033640,inf,-23.33,1775,2024,3799
1151,제너셈,217190,inf,-6.32,2085,1715,3800
2220,카프로,006380,inf,-39.82,1947,1854,3801
270,한화플러스제1호스팩,340440,inf,-inf,2358,1444,3802
1480,조광ILI,044060,inf,-5.64,2038,1764,3802
1090,시그네틱스,033170,inf,-30.75,1891,1913,3804
923,경인양행,012610,inf,-4.18,1960,1845,3805
1953,기가레인,049080,inf,-65.46,2114,1691,3805
762,베셀,177350,inf,-5.25,2031,1777,3808
1712,수젠텍,253840,inf,-93.85,2223,1585,3808
86,현대건설기계,267270,inf,-0.8,1468,2342,3810
1662,동우팜투테이블,088910,inf,-1.25,1493,2319,3812
1633,화천기계,010660,inf,-3.72,1881,1932,3813
380,호텔신라,008770,inf,-36.74,1938,1875,3813
951,부산주공,005030,inf,-47.39,2015,1800,3815
166,아이오케이,078860,inf,-4.04,1964,1852,3816
2289,마이크로디지탈,305090,inf,-82.28,2200,1616,3816
1265,성안,011300,inf,-36.36,1939,1878,3817
977,용평리조트,070960,inf,-4.54,1977,1840,3817
1216,AK홀딩스,006840,inf,-20.57,1767,2051,3818
2021,에스제이케이,080440,inf,-82.93,2208,1613,3821
1177,펩트론,087010,inf,-34.94,1935,1888,3823
82,한일철강,002220,inf,-3.3,1874,1950,3824
802,알티캐스트,085810,inf,-5.83,2067,1758,3825
1011,현대일렉트릭,267260,inf,-5.84,2070,1757,3827
1104,알파홀딩스,117670,inf,-5.62,2062,1766,3828
145,선진뷰티사이언스,086710,inf,-inf,2382,1446,3828
1946,OQP,078590,inf,-260.78,1842,1987,3829
1292,코오롱머티리얼,144620,inf,-21.4,1790,2040,3830
386,효성화학,298000,inf,-2.71,1759,2071,3830
1666,드림어스컴퍼니,060570,inf,-21.59,1793,2038,3831
1784,코아시아옵틱스,196450,inf,-26.49,1841,1993,3834
341,솔루스첨단소재,336370,inf,-5.1,2051,1784,3835
700,한국주강,025890,inf,-4.28,1993,1843,3836
841,이수앱지스,086890,inf,-40.23,2007,1829,3836
2246,CNT85,056730,inf,-74.04,2189,1647,3836
2382,인피니티엔티,016670,inf,-77.1,2193,1644,3837
1486,카스,016920,inf,-5.09,2053,1785,3838
1559,금비,008870,inf,-3.4,1895,1944,3839
1366,동양파일,228340,inf,-5.55,2072,1768,3840
549,큐브엔터,182360,inf,-0.75,1498,2344,3842
261,하나기술,299030,inf,-inf,2384,1460,3844
512,이삭엔지니어링,351330,inf,-inf,2383,1461,3844
293,이도바이오,336040,inf,-inf,2386,1459,3845
279,관악산업,076340,inf,-inf,2388,1458,3846
143,샘씨엔에스,252990,inf,-inf,2389,1457,3846
1465,이엠코리아,095190,inf,-3.04,1889,1958,3847
967,신세계,004170,inf,-2.81,1783,2066,3849
102,교보9호스팩,331520,inf,-0.5,1496,2355,3851
141,삼성스팩4호,377630,inf,-inf,2396,1455,3851
294,진코스텍,250030,inf,-inf,2395,1456,3851
387,APS홀딩스,054620,inf,-24.63,1843,2010,3853
1032,글로본,019660,inf,-26.55,1861,1992,3853
305,LX홀딩스,383800,inf,-inf,2401,1453,3854
292,이노진,344860,inf,-inf,2400,1454,3854
1396,서울옥션,063170,inf,-4.06,2004,1850,3854
2299,블루베리 NFT,044480,inf,-58.75,2126,1729,3855
718,NEW,160550,inf,-5.14,2078,1779,3857
2189,아시아나항공,020560,inf,-43.83,2043,1815,3858
2078,지더블유바이텍,036180,inf,-53.74,2119,1740,3859
291,유투바이오,221800,inf,-inf,2407,1452,3859
354,이스타코,015020,inf,-0.12,1491,2368,3859
1106,앤씨앤,092600,inf,-45.91,2056,1807,3863
290,엘리비젼,276240,inf,-inf,2414,1450,3864
811,에이치피오,357230,inf,-inf,2413,1451,3864
1061,메드팩토,235980,inf,-37.72,1996,1869,3865
2092,코센,009730,inf,-208.76,1821,2045,3866
289,에이스캠퍼,322190,inf,-inf,2417,1449,3866
487,엠에프엠코리아,323230,inf,-inf,2418,1448,3866
1786,큐로컴,040350,inf,-21.77,1831,2036,3867
1914,티웨이홀딩스,004870,inf,-71.98,2219,1650,3869
2069,일야,058450,inf,-67.43,2183,1686,3869
385,효성,004800,inf,-2.26,1780,2090,3870
1300,태원물산,001420,inf,-0.08,1504,2369,3873
2005,씨유메디칼,115480,inf,-55.78,2143,1733,3876
1981,명성티엔에스,257370,inf,-30.08,1955,1922,3877
2249,KH E&T,226360,inf,-59.52,2157,1725,3882
60,이월드,084680,inf,-4.11,2037,1847,3884
1903,인바이오젠,101140,inf,-62.65,2188,1697,3885
551,크리스탈지노믹스,083790,inf,-5.41,2115,1770,3885
1170,태광,023160,inf,-1.18,1564,2322,3886
1039,넥스트BT,065170,inf,-32.18,1978,1908,3886
330,백산,035150,inf,-11.97,1641,2246,3887
524,제일제강,023440,inf,-7.12,2207,1680,3887
428,레이언스,228850,inf,-1.0,1557,2330,3887
777,소리바다,053110,inf,-394.31,2034,1853,3887
1579,삼성중공업,010140,inf,-33.05,1984,1904,3888
1260,삼일씨엔에스,004440,inf,-0.37,1530,2358,3888
2250,KH 일렉트론,111870,inf,-39.46,2033,1857,3890
2411,텔레필드,091440,inf,-28.63,1920,1974,3894
444,바이오로그디바이스,208710,inf,-36.03,2013,1882,3895
2403,코오롱티슈진,950160,inf,-59.61,2172,1724,3896
2340,에스와이,109610,inf,-19.13,1778,2119,3897
1787,큐리언트,115180,inf,-52.68,2153,1744,3897
2231,한진칼,180640,inf,-19.55,1786,2112,3898
2255,THE E&M,089230,inf,-30.03,1976,1923,3899
1229,S-Oil,010950,inf,-13.07,1679,2220,3899
876,티라유텍,322180,inf,-3.97,1974,1925,3899
1020,KD,044180,inf,-17.43,1758,2143,3901
2045,우정바이오,215380,inf,-39.78,2046,1855,3901
2071,제넨바이오,072520,inf,-58.12,2173,1730,3903
1153,제로투세븐,159580,inf,-0.85,1566,2338,3904
2158,넥스트사이언스,003580,inf,-41.41,2079,1825,3904
229,지엔코,065060,inf,-23.2,1879,2025,3904
1898,와이투솔루션,011690,inf,-64.02,2211,1694,3905
910,GKL,114090,inf,-12.01,1665,2241,3906
404,국영지앤엠,006050,inf,-2.51,1825,2081,3906
1793,티에스아이,277880,inf,-5.28,2131,1776,3907
875,토비스,051360,inf,-3.39,1962,1945,3907
177,에스에너지,095910,inf,-20.55,1856,2052,3908
1909,지코,010580,inf,-63.51,2214,1695,3909
1355,노랑풍선,104620,inf,-11.18,1648,2262,3910
1460,유틸렉스,263050,inf,-47.42,2112,1799,3911
865,케이피에프,024880,inf,-3.83,1982,1929,3911
1406,스카이문스테크놀로지,033790,inf,-4.23,2068,1844,3912
507,육일씨엔에쓰,191410,inf,-81.21,2297,1617,3914
1250,벽산,007210,inf,-0.67,1569,2346,3915
505,유바이오로직스,206650,inf,-91.23,2328,1587,3915
2308,서남,294630,inf,-50.26,2167,1751,3918
525,젬백스지오,041590,inf,-0.42,1561,2357,3918
171,알에프텍,061040,inf,-21.17,1877,2042,3919
2024,에이치엘비제약,047920,inf,-239.39,1900,2019,3919
796,아스타,246720,inf,-96.87,2337,1582,3919
1473,자안코스메틱,219550,inf,-44.66,2111,1811,3922
1327,GV,045890,inf,-43.72,2105,1817,3922
2029,에프앤리퍼블릭,064090,inf,-212.79,1890,2033,3923
579,형지I&C,011080,inf,-35.22,2039,1885,3924
1578,부광약품,003000,inf,-2.46,1840,2086,3926
2309,서울리거,043710,inf,-63.28,2232,1696,3928
134,모트렉스,118990,inf,-17.48,1791,2141,3932
1363,대호특수강,021040,inf,-43.03,2113,1819,3932
2271,다믈멀티미디어,093640,inf,-4.99,2103,1830,3933
973,엔케이,085310,inf,-0.03,1563,2371,3934
1038,넥스턴바이오,089140,inf,-2.47,1852,2085,3937
854,좋은사람들,033340,inf,-30.15,2018,1920,3938
2032,엔에스엔,031860,inf,-38.34,2076,1863,3939
955,삼성제약,001360,inf,-30.13,2019,1921,3940
360,코스모화학,005420,inf,-19.42,1826,2115,3941
1796,파루,043200,inf,-65.0,2249,1693,3942
2372,이노메트리,302430,inf,-7.44,2275,1667,3942
1568,동성제약,002210,inf,-22.52,1912,2030,3942
1776,체리부로,066360,inf,-60.62,2243,1699,3942
2148,LS네트웍스,000680,inf,-4.87,2110,1833,3943
1963,대보마그네틱,290670,inf,-2.95,1882,2061,3943
1402,셀리버리,268600,inf,-52.52,2197,1746,3943
2206,이화산업,000760,inf,-2.65,1872,2073,3945
942,롯데관광개발,032350,inf,-30.43,2027,1918,3945
109,네오리진,094860,inf,-17.65,1808,2138,3946
92,EDGC,245620,inf,-19.0,1824,2123,3947
1518,현대에버다임,041440,inf,-3.81,2017,1930,3947
1803,피피아이,062970,inf,-25.02,1942,2006,3948
65,자화전자,033240,inf,-2.3,1863,2089,3952
1975,디젠스,113810,inf,-37.46,2081,1871,3952
1322,CJ프레시웨이,051500,inf,-20.16,1893,2060,3953
839,이더블유케이,258610,inf,-20.49,1898,2055,3953
188,엔투텍,227950,inf,-67.56,2269,1685,3954
1732,에스코넥,096630,inf,-59.88,2234,1723,3957
