,name,code,per,roe,per_sort,roe_sort,sort
1603,제일기획,030000,15.06,16.11,299,891,1190
2111,한일진공,123840,6.8,9.07,1131,59,1190
833,유비쿼스,264450,15.78,16.92,325,868,1193
2215,진양홀딩스,100250,6.04,8.23,1090,103,1193
62,인터지스,129260,19.33,2.81,470,724,1194
1510,피제이메탈,128660,11.94,11.42,114,1082,1196
1853,경보제약,214390,41.56,6.16,936,262,1198
1613,태경비케이,014580,24.15,3.42,634,567,1201
335,삼진제약,005500,13.59,13.57,213,988,1201
2435,홈센타홀딩스,060560,28.68,4.04,726,477,1203
1659,대신정보통신,020180,44.58,6.33,952,251,1203
2214,진양산업,003780,12.81,12.16,165,1040,1205
136,미스터블루,207760,22.18,25.45,577,628,1205
1847,SK디앤디,210980,14.52,14.88,263,942,1205
2063,이크레더블,092130,21.69,23.4,560,646,1206
1315,해성디에스,195870,13.83,13.62,222,984,1206
2327,아바코,083930,11.56,10.73,91,1123,1214
1800,포메탈,119500,27.21,3.91,701,513,1214
190,엠게임,058630,15.31,15.71,310,904,1214
711,효성 ITX,094280,22.62,25.21,585,630,1215
1026,가비아,079940,14.7,14.99,278,938,1216
542,코메론,049430,6.66,8.37,1123,96,1219
1609,코스맥스,192820,46.85,6.23,965,256,1221
640,모토닉,009680,26.21,3.61,675,548,1223
962,세원정공,021820,10.65,1.85,43,1180,1223
185,엑시콘,092870,14.33,14.07,257,971,1228
982,유안타증권,003470,6.18,7.92,1102,126,1228
930,대동전자,008110,18.84,2.22,445,783,1228
2419,프럼파스트,035200,30.02,4.26,777,452,1229
1907,일진머티리얼즈,020150,54.92,7.23,1056,177,1233
2044,우리바이오,082850,16.4,16.47,354,882,1236
988,조광페인트,004910,19.44,2.38,472,764,1236
928,녹십자,006280,58.54,7.48,1078,159,1237
2076,중앙에너비스,000440,3.0,35.98,750,489,1239
264,한국맥널티,222980,14.62,14.09,271,968,1239
2400,코나아이,052400,21.87,21.31,564,675,1239
885,피에이치씨,057880,16.03,15.98,342,898,1240
1049,동진쎄미켐,005290,22.01,21.58,571,669,1240
1351,남화산업,111710,34.57,4.8,842,399,1241
1888,신세계I&C,035510,3.1,33.89,752,492,1244
47,세아제강지주,003030,10.8,1.76,53,1192,1245
96,KB오토시스,024120,25.72,3.24,665,582,1247
2339,에스에프에이,056190,12.8,11.33,164,1085,1249
1807,한국파마,032300,68.7,8.64,1168,81,1249
1288,케이씨텍,281820,14.42,13.39,259,991,1250
450,삼양옵틱스,225190,44.38,5.8,949,303,1252
1606,케이씨,029460,7.82,9.19,1204,48,1252
3,HDC현대산업개발,294870,7.26,8.85,1180,72,1252
1967,덕우전자,263600,12.48,10.98,150,1102,1252
1273,신풍제지,002870,3.71,38.76,769,484,1253
196,오스템임플란트,048260,6.81,78.8,1132,121,1253
970,아세아,002030,4.72,5.3,909,345,1254
1658,대림제지,017650,6.5,7.73,1116,138,1254
268,한양디지텍,078350,13.12,11.71,190,1064,1254
214,이엠넷,123570,13.1,11.68,188,1066,1254
864,케이엠더블유,032500,120.64,11.54,178,1076,1254
515,인바디,041830,13.55,12.09,212,1043,1255
509,이글벳,044960,52.19,6.71,1042,214,1256
1598,일진홀딩스,015860,27.13,3.51,697,559,1256
414,대아티아이,045390,58.18,7.19,1076,181,1257
1980,메가스터디,072870,6.5,7.71,1118,140,1258
1708,세진티에스,067770,12.1,10.75,136,1122,1258
1162,코세스,089890,23.24,22.76,606,655,1261
2217,진흥기업,002780,18.65,18.86,438,824,1262
477,아미코젠,092040,23.34,22.99,612,651,1263
1457,유니테크노,241690,14.91,13.87,288,976,1264
1557,광주신세계,037710,5.67,6.35,1017,247,1264
1556,광동제약,009290,11.84,10.08,105,1160,1265
1777,케이디켐,221980,7.6,8.82,1197,73,1270
1729,에스맥,097780,14.06,12.75,247,1023,1270
1791,티씨케이,064760,24.17,24.65,635,636,1271
2106,한국가구,004590,7.25,8.39,1179,93,1272
1511,한국전자인증,041460,51.89,6.51,1041,231,1272
792,씨엠에스에듀,225330,16.43,15.25,356,918,1274
1947,SBI인베스트먼트,019550,14.97,13.67,292,983,1275
398,SCI평가정보,036120,25.36,26.34,656,624,1280
753,레몬,294140,30.23,31.49,781,499,1280
1760,유라테크,048430,32.2,4.03,803,480,1283
39,삼성출판사,068290,4.5,45.58,904,379,1283
2184,선도전기,007610,21.66,2.8,559,725,1284
1935,현대해상,001450,6.13,7.12,1097,189,1286
2283,디지캡,197140,29.25,3.6,737,550,1287
2376,이엔드디,101360,81.74,9.95,1279,8,1287
599,BGF리테일,282330,19.09,18.6,458,830,1288
198,옵티시스,109080,30.06,3.96,779,509,1288
478,아이에이,038880,18.61,17.35,436,854,1290
927,남선알미늄,008350,49.22,5.72,983,308,1291
1410,신화인터텍,056700,28.7,3.42,727,566,1293
1490,케이에스피,073010,44.48,5.33,951,343,1294
1867,동남합성,023450,17.91,16.1,402,893,1295
1656,누리플렉스,040160,34.2,4.15,834,463,1297
789,신흥에스이씨,243840,17.76,15.83,394,903,1297
297,CJ대한통운,000120,30.69,3.89,785,514,1299
1287,카카오,035720,219.25,2.7,569,732,1301
877,티비씨,033830,28.93,3.36,730,571,1301
1812,현대공업,170030,12.68,10.33,161,1142,1303
368,포스코케미칼,003670,225.74,2.96,597,707,1304
1279,우리금융지주,316140,5.38,5.87,1007,297,1304
1163,코엔텍,029960,18.46,16.79,432,872,1304
118,대유에이피,290120,14.1,11.93,250,1055,1305
1577,미원에스씨,268280,15.54,13.58,318,987,1305
365,큐로,015590,107.18,1.33,65,1242,1307
668,아이에스동서,010780,13.28,10.92,201,1107,1308
1895,엔케이물산,009810,6.52,7.04,1119,190,1309
1983,모바일어플라이언스,087260,60.53,7.31,1138,171,1309
83,한창제지,009460,14.03,11.72,246,1063,1309
1982,모다이노칩,080420,27.95,3.07,709,600,1309
1913,케이티스카이라이프,053210,7.36,7.97,1187,124,1311
1302,팬오션,028670,29.0,3.25,733,581,1314
812,에이텍티앤,224110,47.42,5.3,969,347,1316
1580,삼양홀딩스,000070,6.46,6.96,1115,201,1316
1801,플레이위드,023770,5.93,52.24,1032,285,1317
401,갤럭시아머니트리,094480,36.46,4.24,865,453,1318
1753,웹케시,053580,27.87,28.66,707,613,1320
577,한컴MDS,086960,30.39,3.69,783,538,1321
1234,계룡건설산업,013580,2.66,18.69,496,828,1324
1058,링네트,042500,14.63,11.95,273,1052,1325
580,휴네시온,290270,15.97,13.3,332,994,1326
1471,일신바이오,068330,87.97,9.39,1294,34,1328
22,까뮤이앤씨,013700,14.69,11.97,277,1051,1328
1520,휴메딕스,200670,15.7,12.99,321,1007,1328
163,아이센스,099190,15.36,12.84,313,1016,1329
632,동양생명,082640,4.42,4.52,899,432,1331
791,쎄트렉아이,099320,19.62,17.32,475,856,1331
1443,엠케이전자,033160,8.31,8.42,1243,88,1331
1241,대성홀딩스,016710,9.34,9.73,1317,16,1333
673,엠씨넥스,097520,18.77,16.1,442,892,1334
929,대덕,008060,2.33,17.88,490,845,1335
169,아이티센,124500,16.78,14.09,367,969,1336
1599,자이에스앤디,317400,16.29,13.59,351,985,1336
1616,포스코인터내셔널,047050,7.52,7.69,1194,142,1336
464,셀바스AI,108860,15.08,12.3,300,1037,1337
1278,오리온,271560,18.32,15.5,426,913,1339
15,갤럭시아에스엠,011420,40.04,4.63,922,419,1341
224,제이엠티,094970,9.15,9.39,1308,35,1343
1502,파마리서치,214450,17.4,14.42,389,957,1346
2160,대동,000490,7.92,7.74,1210,137,1347
499,원방테크,053080,14.61,11.52,269,1078,1347
1375,린드먼아시아,277070,13.96,10.79,229,1119,1348
1544,E1,017940,5.08,5.18,993,356,1349
1023,SK머티리얼즈,036490,29.14,28.49,736,614,1350
1766,인지디스플레,037330,9.28,9.36,1315,37,1352
2368,윈팩,097800,13.6,10.4,214,1138,1352
2268,누리플랜,069140,13.14,10.07,191,1161,1352
2399,케이엘넷,039420,14.84,11.67,286,1068,1354
2006,아모그린텍,125210,236.11,2.81,631,723,1354
827,원익머트리얼즈,104830,13.34,10.26,207,1148,1355
1084,선데이토즈,123420,13.92,10.42,224,1135,1359
1952,금강철강,053260,23.3,2.53,610,749,1359
1775,진로발효,018120,17.89,14.36,400,959,1359
1553,경동도시가스,267290,5.77,5.46,1024,335,1359
1201,휴젤,145020,55.84,5.81,1060,300,1360
2152,경동나비엔,009450,16.12,12.83,345,1017,1362
1709,세화피앤씨,252500,18.92,15.26,447,917,1364
761,바이오니아,064550,7.1,65.71,1172,193,1365
2364,우리산업,215360,41.45,4.53,935,430,1365
2301,비씨월드제약,200780,44.93,4.69,954,413,1367
1615,팜젠사이언스,004720,16.79,13.21,368,999,1367
1110,에스텍파마,041910,13.74,10.23,218,1150,1368
1562,대신증권,003540,7.61,7.35,1199,170,1369
1195,한일사료,005860,32.32,3.46,806,563,1369
2164,대창단조,015230,7.46,7.2,1189,180,1369
820,엘디티,096870,16.17,12.78,348,1021,1369
1955,나라엠앤디,051490,126.52,1.81,184,1187,1371
832,유비벨록스,089850,9.52,9.15,1323,52,1375
987,인스코비,006490,81.59,8.32,1278,98,1376
2169,동일산업,004890,22.97,2.24,596,780,1376
1014,황금에스티,032560,6.75,6.34,1129,249,1378
737,대성미생물,036480,40.54,4.28,927,451,1378
2176,미래에셋증권,006800,9.25,8.94,1313,67,1380
778,솔본,035610,114.31,1.04,121,1261,1382
879,파나진,046210,28.14,21.72,716,668,1384
1742,엠에스씨,009780,9.86,9.31,1344,41,1385
1900,원림,005820,2.83,16.31,503,884,1387
2281,동화기업,025900,42.68,4.33,941,446,1387
228,지엔씨에너지,119850,34.24,3.55,835,554,1389
2086,케이엠,083550,4.26,32.92,894,496,1390
1622,한섬,020000,8.76,7.85,1261,130,1391
1761,율호,072770,47.15,4.58,968,423,1391
838,이녹스첨단소재,272290,17.67,13.17,392,1000,1392
1395,서울바이오시스,092190,66.88,6.51,1161,232,1393
538,코데즈컴바인,047770,17.21,12.91,384,1009,1393
1875,메리츠금융지주,138040,2.74,16.06,499,895,1394
44,선진,136490,3.21,24.25,755,640,1395
1986,바이오톡스텍,086040,84.9,8.2,1287,108,1395
1247,문배철강,008420,8.14,7.47,1235,160,1395
1782,코맥스,036690,34.42,3.51,839,558,1397
2407,큐에스아이,066310,1067.03,0.25,64,1334,1398
1227,LX인터내셔널,001120,3.22,23.71,756,643,1399
1698,빅텍,065450,65.11,6.39,1156,243,1399
1252,부산도시가스,015350,3.13,23.35,753,647,1400
1663,동운아나텍,094170,266.32,2.91,692,712,1404
2357,예선테크,250930,49.74,4.64,989,418,1407
1454,위세아이텍,065370,22.43,18.82,583,826,1409
867,코미코,183300,20.26,16.06,517,894,1411
220,정상제이엘에스,040420,14.72,10.48,281,1130,1411
706,한솔홀딩스,004150,2.27,15.2,488,924,1412
887,필옵틱스,161580,64.61,6.22,1154,258,1412
446,부스타,008470,8.26,7.24,1239,175,1414
974,엔피씨,004250,7.3,6.53,1184,230,1414
1962,대모,317850,114.6,0.77,123,1292,1415
738,대원산업,005710,6.13,5.61,1098,318,1416
1251,부국철강,026940,110.32,0.71,119,1297,1416
907,DL건설,001880,3.94,23.71,776,642,1418
415,대양제지,006580,25.68,2.46,664,755,1419
1543,DB,012030,25.54,2.39,658,761,1419
568,핌스,347770,20.09,15.65,512,907,1419
222,제이씨현시스템,033320,16.07,11.52,343,1077,1420
87,현대비앤지스틸,004560,6.35,5.68,1108,312,1420
2427,한국기업평가,034950,23.32,19.89,611,809,1420
1623,한세실업,105630,15.59,10.97,319,1103,1422
359,코리아써키트,007810,35.25,3.39,852,570,1422
2252,SFA반도체,036540,56.81,5.22,1071,353,1424
463,세명전기,017510,28.51,2.99,722,703,1425
1950,고려제약,014570,15.39,10.83,314,1116,1430
950,부산산업,011390,49.29,4.33,984,447,1431
966,신성통상,005390,34.35,3.12,837,595,1432
1291,코리안리,003690,6.69,5.78,1128,305,1433
1156,칩스앤미디어,094360,60.99,5.96,1142,291,1433
344,신풍제약,019170,1367.82,1.72,241,1195,1436
1036,네오위즈홀딩스,042420,2.81,15.01,501,935,1436
1448,와이엠티,251370,21.01,15.94,537,900,1437
1243,동원산업,006040,3.4,21.01,758,680,1438
1750,우리조명,037400,9.05,7.75,1302,136,1438
975,영원무역,111770,9.51,8.03,1320,118,1438
660,수산중공업,017550,40.84,3.95,930,510,1440
2055,유진기업,023410,7.37,6.31,1188,253,1441
511,이랜시스,264850,18.28,12.79,422,1020,1442
254,포인트엔지니어링,256630,17.96,12.18,404,1039,1443
732,노터스,278650,22.86,17.38,594,852,1446
1881,삼아알미늄,006110,36.18,3.2,862,585,1447
2025,에이치케이,044780,27.1,2.49,696,752,1448
1552,STX엔진,077970,9.75,8.19,1339,110,1449
1705,선광,003100,26.21,2.24,674,777,1451
1736,에이테크솔루션,071670,43.09,3.96,944,508,1452
517,인포바인,115310,9.12,7.6,1307,147,1454
1187,피엔케이피부임상연구센타,347740,22.28,16.77,582,873,1455
17,경동인베스트,012320,4.84,3.68,914,542,1456
343,신일전자,002700,16.62,11.08,362,1094,1456
197,오픈베이스,049480,41.15,3.82,933,524,1457
1917,풀무원,017810,42.84,3.84,943,516,1459
203,유비쿼스홀딩스,078070,53.04,4.68,1045,414,1459
1005,한양증권,001750,2.66,14.22,497,962,1459
650,삼영무역,002810,9.18,7.59,1311,149,1460
2049,웰크론한텍,076080,123.06,0.92,180,1280,1460
2060,이베스트투자증권,078020,3.54,20.09,763,698,1461
201,위지트,036090,15.39,10.29,315,1147,1462
67,제일파마홀딩스,002620,29.62,2.85,742,720,1462
1984,미투온,201490,18.5,12.62,433,1030,1463
130,룽투코리아,060240,41.26,3.8,934,529,1463
1998,선익시스템,171090,28.28,2.56,719,745,1464
244,테스나,131970,25.0,19.23,648,817,1465
2423,하림,136480,36.15,3.01,861,605,1466
1667,디아이티,110990,122.9,0.86,179,1287,1466
2409,테스,095610,19.53,13.3,474,993,1467
2333,알리코제약,260660,17.03,11.25,380,1088,1468
2145,JW생명과학,234080,19.48,13.25,473,996,1469
418,덕산네오룩스,213420,25.09,18.91,649,823,1472
435,머큐리,100590,16.51,10.86,359,1113,1472
419,동국S&C,100130,131.52,1.34,233,1241,1474
1717,신화콘텍,187270,27.84,2.34,706,771,1477
1453,원익IPS,240810,22.2,15.91,578,901,1479
601,GS건설,006360,9.72,7.68,1337,143,1480
1901,유니퀘스트,077500,16.75,10.8,365,1118,1483
1638,COWON,056000,136.67,1.3,240,1244,1484
1724,아이쓰리시스템,214430,50.97,4.31,1036,449,1485
652,삼정펄프,009770,2.78,13.58,500,986,1486
1289,케이씨티시,009070,8.69,6.54,1259,228,1487
303,KTcs,058850,8.84,6.64,1266,222,1488
470,시스웍,269620,58.37,4.69,1077,412,1489
924,경인전자,009140,29.14,2.49,735,754,1489
1930,한화투자증권,003530,7.17,5.58,1175,322,1497
2113,현대이지웰,090850,26.39,19.36,681,816,1497
1587,시디즈,134790,6.4,42.92,1111,386,1497
1219,DB금융투자,016610,2.05,12.86,486,1013,1499
1936,현대홈쇼핑,057050,8.68,6.39,1258,241,1499
814,엑셈,205100,18.37,11.64,430,1070,1500
1740,엘비세미콘,061970,23.87,16.71,626,875,1501
2377,이오테크닉스,039030,67.51,5.38,1163,339,1502
1871,동원시스템즈,014820,17.95,10.97,403,1104,1507
2260,골프존뉴딘홀딩스,121440,8.42,6.17,1248,260,1508
1353,네오크레마,311390,45.07,3.58,955,553,1508
1224,KTB투자증권,030210,2.89,13.04,505,1004,1509
2089,켐트로닉스,089010,23.75,16.24,623,886,1509
29,디피씨,026890,18.97,11.76,450,1060,1510
852,제이티,089790,25.67,17.73,663,847,1510
1299,태림포장,011280,138.37,0.97,243,1268,1511
656,세아제강,306200,7.76,5.67,1201,313,1514
1573,동일제강,002690,120.5,0.23,177,1337,1514
1685,미투젠,950190,8.11,50.84,1231,287,1518
1222,HDC,012630,6.37,4.72,1109,410,1519
174,어보브반도체,102120,22.01,14.65,573,948,1521
1918,풍산홀딩스,005810,16.28,1.92,349,1173,1522
1297,키움증권,039490,4.57,27.63,905,620,1525
144,서암기계공업,100660,135.61,0.84,238,1288,1526
1179,폴라리스우노,114630,30.33,2.6,782,744,1526
2087,케이엠제약,225430,141.0,1.45,294,1232,1526
347,엔씨소프트,036570,34.8,20.83,845,681,1526
1607,케이씨씨,002380,2.94,12.79,508,1019,1527
1160,케이아이엔엑스,093320,23.49,15.63,618,909,1527
2375,이씨에스,067010,17.9,10.53,401,1128,1529
1269,신세계건설,034300,8.78,6.12,1263,268,1531
139,브랜드엑스코퍼레이션,337930,27.04,18.14,695,837,1532
205,유안타제5호스팩,336060,138.37,0.77,242,1291,1533
405,나노엔텍,039860,84.09,6.33,1284,250,1534
1676,마이크로컨텍솔,098120,45.82,3.32,957,578,1535
1551,SNT홀딩스,036530,6.5,4.62,1117,420,1537
1706,성호전자,043260,4.32,23.89,896,641,1537
2151,강남제비스코,000860,6.14,4.34,1099,445,1544
1996,서한,011370,8.33,5.86,1246,298,1544
458,상신이디피,091580,20.77,12.85,531,1015,1546
383,화천기공,000850,15.78,1.52,324,1222,1546
1841,HSD엔진,082740,45.76,3.16,956,591,1547
2108,한국팩키지,037230,71.87,5.51,1216,331,1547
1441,엠아이텍,179290,21.1,12.89,540,1010,1550
1563,대원전선,006340,33.6,2.79,825,726,1551
2412,톱텍,108230,44.17,3.03,948,604,1552
526,조이시티,067000,39.53,21.79,887,667,1554
1991,삼강엠앤티,100090,79.56,5.54,1229,327,1556
1778,케이씨티,089150,158.87,1.56,341,1216,1557
2267,녹십자웰빙,234690,162.52,1.84,375,1183,1558
253,패션플랫폼,225590,33.16,2.63,819,739,1558
2329,아이스크림에듀,289010,143.54,1.01,295,1266,1561
2213,종근당,185750,28.24,17.88,718,844,1562
856,진성티이씨,036890,18.4,10.47,431,1133,1564
701,한국콜마홀딩스,024720,4.49,21.96,901,664,1565
71,지역난방공사,071320,16.72,1.68,364,1201,1565
1636,휠라홀딩스,081660,19.11,10.94,460,1105,1565
2369,유비케어,032620,80.38,5.96,1274,292,1566
1541,BGF,027410,17.2,1.81,383,1186,1569
1131,와이솔,122990,146.35,0.95,296,1274,1570
2359,오상자이엘,053980,7.51,46.13,1193,378,1571
245,토탈소프트,045340,29.12,18.03,734,839,1573
1198,효성오앤비,097870,34.07,2.61,831,742,1573
1048,동국제약,086450,23.66,14.45,621,954,1575
719,SBI핀테크솔루션즈,950110,28.14,17.22,715,860,1575
2230,한일홀딩스,003300,6.6,4.21,1121,455,1576
8,LG이노텍,011070,18.29,10.2,424,1153,1577
630,동성케미컬,102260,32.95,2.39,815,763,1578
306,PI첨단소재,178920,26.04,15.62,669,910,1579
2385,정산애강,022220,37.85,2.98,875,705,1580
861,케어젠,214370,24.47,14.91,642,940,1582
578,현진소재,053660,inf,95.14,1582,0,1582
1321,휴비스,079980,3.46,19.01,761,821,1582
2192,에이프로젠제약,003060,38.01,2.99,881,702,1583
455,삼표시멘트,038500,31.21,2.15,792,792,1584
1367,디앤씨미디어,263720,41.57,23.23,937,648,1585
1794,티에스이,131290,25.56,15.1,659,927,1586
2157,깨끗한나라,004540,4.25,20.21,893,694,1587
377,한온시스템,018880,78.59,5.09,1224,363,1587
1246,모나미,005360,1334.49,0.09,237,1351,1588
1548,SGC에너지,005090,9.68,6.24,1335,255,1590
1859,다우기술,023590,3.57,18.85,765,825,1590
113,녹십자셀,031390,315.4,2.14,799,794,1593
1114,에이팩트,200470,19.06,10.41,456,1137,1593
1922,한국앤컴퍼니,000240,8.04,5.08,1230,364,1594
2347,에이치엘비파워,043220,173.59,1.8,407,1188,1595
1101,아이크래프트,052460,53.08,3.61,1046,549,1595
1482,중앙백신,072020,54.15,3.64,1053,545,1598
1337,SV인베스트먼트,289080,26.92,15.54,688,912,1600
371,한국종합기술,023350,8.33,5.12,1244,358,1602
1808,한창산업,079170,33.48,2.23,822,782,1604
2163,대우조선해양,042660,33.94,2.27,830,775,1605
1325,DMS,068790,4.97,20.64,921,685,1606
356,인천도시가스,034590,9.61,6.05,1330,276,1606
469,스튜디오드래곤,253450,88.69,5.71,1296,310,1606
698,한국자산신탁,123890,3.76,18.18,771,836,1607
249,파라텍,033540,26.22,15.01,676,934,1610
1329,KBI메탈,024840,32.41,2.02,807,803,1610
457,상보,027580,19.11,10.21,459,1152,1611
771,삼현철강,017480,8.44,5.09,1251,361,1612
2279,동원개발,013120,3.18,17.28,754,858,1612
395,NICE평가정보,030190,31.92,19.54,798,815,1613
1135,우양,103840,20.87,11.43,532,1081,1613
2275,더네이쳐홀딩스,298540,6.53,33.66,1120,493,1613
1488,카페24,042000,89.79,5.6,1299,320,1619
572,한국바이오젠,318000,21.19,11.6,547,1073,1620
536,케이씨피드,025880,34.08,2.17,832,791,1623
421,동아엘텍,088130,9.18,5.66,1310,316,1626
2193,에이플러스에셋,244920,5.68,29.7,1019,609,1628
2331,아이티엠반도체,084850,88.77,5.5,1297,332,1629
1335,SG&G,040610,2.01,10.3,484,1145,1629
648,삼성카드,029780,9.44,5.69,1319,311,1630
1861,대성산업,128820,2.91,10.57,506,1125,1631
1700,상상인이안1호스팩,307870,150.85,0.71,336,1296,1632
1436,에프앤가이드,064850,21.19,11.25,546,1087,1633
669,애경산업,018250,56.46,3.41,1067,568,1635
1127,오가닉티코스메틱,900300,4.5,2.69,902,735,1637
199,원익QnC,074600,21.64,11.44,558,1080,1638
2081,진매트릭스,109820,62.91,33.02,1149,495,1644
2053,유니트론텍,142210,55.23,3.2,1058,586,1644
1575,메리츠화재,000060,3.88,16.91,774,870,1644
2350,에프에스티,036810,28.86,15.31,728,916,1644
1942,KNN,058400,53.66,3.1,1047,598,1645
1362,대한과학,131220,90.27,5.95,1352,293,1645
37,삼성SDI,006400,76.91,4.54,1220,428,1648
413,대성파인텍,104040,42.74,2.96,942,708,1650
26,덴티움,145720,20.18,10.34,514,1140,1654
2211,제주은행,006220,6.07,3.48,1093,561,1654
1054,레이크머티리얼즈,281740,91.16,5.81,1353,302,1655
989,조선내화,000480,9.61,5.55,1332,325,1657
703,한라홀딩스,060980,8.89,4.97,1269,389,1658
1223,KISCO홀딩스,001940,7.6,4.16,1198,462,1660
25,대웅,003090,29.73,15.1,743,926,1669
350,영풍,000670,7.47,4.03,1190,479,1669
972,에스제이엠,123700,19.19,1.63,464,1206,1670
1630,현대자동차,005380,37.33,2.04,872,799,1671
2292,미래생명자원,218150,59.04,3.17,1083,590,1673
2343,에스피시스템스,317830,171.35,0.96,405,1270,1675
2013,아진엑스텍,059120,47.48,2.97,970,706,1676
1133,와이어블,065530,78.81,4.28,1226,450,1676
2416,포스코엠텍,009520,20.4,10.1,519,1157,1676
2173,모나리자,012690,23.28,11.62,609,1071,1680
1328,ISC,095340,60.62,3.68,1140,540,1680
1132,와이아이케이,232140,24.24,12.0,636,1048,1684
1268,신라교역,004970,19.08,1.48,457,1228,1685
1671,디케이티,290550,33.62,17.23,826,859,1685
376,한국프랜지공업,010100,9.67,5.24,1334,351,1685
2208,일신방직,003200,19.16,1.42,461,1234,1695
247,특수건설,026150,46.45,2.7,963,733,1696
2431,한네트,052600,60.64,3.54,1141,556,1697
1600,전방,000950,8.5,4.35,1254,443,1697
1843,LG생활건강,051900,35.99,17.92,855,843,1698
2181,삼화콘덴서공업,001820,29.38,14.28,738,960,1698
1022,SDN,099220,21.01,10.05,536,1163,1699
1768,인크로스,216050,35.35,17.55,853,849,1702
1258,삼성전기,009150,22.87,10.92,595,1108,1703
919,NICE,034310,43.58,2.43,945,760,1705
611,SK가스,018670,3.64,14.91,767,939,1706
889,하이제5호스팩,340120,171.61,0.65,406,1301,1707
1051,디알젬,263690,9.63,47.0,1333,376,1709
748,디지털대성,068930,21.73,10.24,561,1149,1710
1267,세하,027970,5.95,21.14,1033,677,1710
1504,펄어비스,263750,33.73,16.45,828,883,1711
2262,글로벌에스엠,900070,20.59,1.75,523,1193,1716
2166,동아쏘시오홀딩스,000640,4.63,19.87,906,811,1717
1893,에스원,012750,22.73,10.48,588,1131,1719
952,사조산업,007160,21.09,1.85,538,1182,1720
2003,심텍홀딩스,036710,4.19,18.52,891,831,1722
1645,고려신용정보,049720,8.29,39.79,1240,482,1722
2288,리노공업,058470,37.16,17.37,870,853,1723
1290,케이티,030200,9.52,4.75,1322,406,1728
1974,디와이피엔에프,104460,8.13,32.49,1234,497,1731
147,세보엠이씨,011560,9.17,4.55,1309,425,1734
1945,NHN한국사이버결제,060250,55.92,21.35,1061,674,1735
649,삼양통상,002170,3.77,14.17,772,966,1738
2356,영풍정밀,036560,9.56,4.71,1327,411,1738
1507,푸드나무,290720,26.33,11.76,679,1061,1740
321,대한제당,001790,9.76,4.8,1340,400,1740
562,풍강,093380,173.62,0.26,408,1333,1741
1707,세종메디칼,258830,196.84,1.03,480,1264,1744
683,종근당바이오,063160,70.61,3.79,1213,531,1744
720,SGA솔루션즈,184230,6.64,27.09,1122,623,1745
573,한국정보인증,053300,25.24,11.09,654,1093,1747
1992,삼목에스폼,018310,179.61,0.21,411,1341,1752
337,세방,004360,8.24,3.89,1237,515,1752
447,비트컴퓨터,032850,28.5,12.49,721,1033,1754
2165,대현,016090,9.3,4.48,1316,438,1754
1124,엠플러스,259630,26.83,11.66,685,1069,1754
211,이베스트이안스팩1호,323210,180.78,0.58,451,1305,1756
1331,KMH하이텍,052900,48.59,2.24,978,778,1756
837,이노와이어리스,073490,31.58,14.19,794,964,1758
1126,예스24,053280,1779.84,0.13,410,1348,1758
1326,GH신소재,130500,1764.01,0.12,409,1350,1759
2183,서울도시가스,017390,3.45,13.14,759,1001,1760
1634,효성티앤씨,298020,6.68,25.1,1127,633,1760
2004,쎌바이오텍,049960,69.27,3.13,1170,594,1764
2235,현대로템,064350,52.85,2.84,1043,721,1764
1851,TYM,002900,56.19,2.98,1064,704,1768
1940,HB테크놀러지,078150,48.96,2.21,981,787,1768
265,한국선재,025550,46.85,2.01,966,804,1770
1626,한화손해보험,000370,7.31,3.11,1185,597,1782
765,브리지텍,064480,51.8,2.6,1040,743,1783
564,피에스케이,319660,26.9,11.0,687,1098,1785
963,세진중공업,075580,205.36,1.19,535,1250,1785
869,코스메카코리아,241710,49.7,2.04,988,798,1786
1401,셀루메드,049180,1999.83,0.51,482,1309,1791
373,한국콜마,161890,7.27,29.27,1181,611,1792
1682,미래나노텍,095500,3.61,12.7,766,1027,1793
2237,현대위아,011210,23.86,1.96,625,1169,1794
1593,유한양행,000100,27.72,11.06,704,1095,1799
835,유진테크,084370,219.26,1.47,570,1229,1799
2276,데이타솔루션,263800,232.9,1.93,629,1171,1800
825,오텍,067170,59.34,2.86,1084,717,1801
774,세운메디칼,100700,26.25,10.64,677,1124,1801
233,케이비제20호스팩,342550,203.17,0.95,534,1272,1806
653,샘표식품,248170,6.67,20.65,1126,684,1810
481,액트로,290740,58.75,2.74,1080,731,1811
148,셀바스헬스케어,208370,71.56,3.09,1214,599,1813
1642,JYP Ent.,035900,46.15,17.29,961,857,1818
1964,대성창투,027830,58.68,2.62,1079,740,1819
1007,한진중공업,097230,7.78,27.71,1202,619,1821
2238,현대코퍼레이션,011760,4.28,15.09,895,928,1823
2242,흥국화재,000540,8.12,3.16,1232,593,1825
115,뉴인텍,012340,225.93,1.46,598,1231,1829
1317,현대백화점,069960,23.76,1.65,624,1205,1829
1298,태광산업,003240,8.43,3.26,1250,580,1830
686,진양화학,051630,79.17,3.04,1228,602,1830
1006,한일현대시멘트,006390,7.96,27.27,1211,622,1833
1271,신영증권,001720,4.95,15.34,920,915,1835
122,동구바이오제약,006620,26.4,10.14,682,1155,1837
958,삼익THK,004380,56.76,2.36,1070,768,1838
348,영보화학,014440,26.07,1.94,670,1170,1840
318,대영포장,014160,54.14,2.18,1052,789,1841
